uid,date,lon,lat,id,ii,pt,dck,sid,at,sst,w,d,slp,supd
D01FFI,1914-09-17T22:00:00Z,-27.39,-5.09,Endurance,10,5,246,167,24.7,,9.3,124,1013.8,
D01FIA,1914-09-18T02:00:00Z,-27.52,-5.36,Endurance,10,5,246,167,23.9,,6.7,124,1015.2,
D01FJG,1914-09-18T06:00:00Z,-27.65,-5.64,Endurance,10,5,246,167,23.9,,6.7,135,1014.2,
D01FL1,1914-09-18T10:00:00Z,-27.79,-5.91,Endurance,10,5,246,167,24.4,,6.7,,1012.4,
D01FMM,1914-09-18T14:00:00Z,-27.92,-6.18,Endurance,10,5,246,167,24.4,,6.7,,1015.2,
D01FOA,1914-09-18T18:00:00Z,-28.01,-6.38,Endurance,10,5,246,167,25,,6.7,,1012.4,
D01FPP,1914-09-18T22:00:00Z,-28.11,-6.58,Endurance,10,5,246,167,24.4,,6.7,,1013.6,
D01FSB,1914-09-19T02:00:00Z,-28.2,-6.77,Endurance,10,5,246,167,24.4,,6.7,124,1016.4,
D01FTI,1914-09-19T06:00:00Z,-28.29,-6.97,Endurance,10,5,246,167,24.4,,6.7,158,1016.1,
D01FV6,1914-09-19T10:00:00Z,-28.39,-7.17,Endurance,10,5,246,167,25,,4.6,158,1016.2,
D01FWV,1914-09-19T14:00:00Z,-28.48,-7.37,Endurance,10,5,246,167,25.1,,4.6,158,1016.5,
D01FYK,1914-09-19T18:00:00Z,-28.57,-7.77,Endurance,10,5,246,167,25,,9.3,,1013.2,
D01G00,1914-09-19T22:00:00Z,-28.65,-8.16,Endurance,10,5,246,167,25,,12.3,113,1014.7,
D01G2I,1914-09-20T02:00:00Z,-28.74,-8.56,Endurance,10,5,246,167,24.4,,6.7,101,1016.4,
D01G3P,1914-09-20T06:00:00Z,-28.83,-8.96,Endurance,10,5,246,167,25,,6.7,158,1013.6,
D01G5B,1914-09-20T10:00:00Z,-28.91,-9.35,Endurance,10,5,246,167,25.6,,4.6,124,1016.2,
D01G6X,1914-09-20T14:00:00Z,-29,-9.75,Endurance,10,5,246,167,26.3,,6.7,,1016.7,
D01G8L,1914-09-20T18:00:00Z,-29.2,-10.02,Endurance,10,5,246,167,25.8,25.1,4.6,146,1015.1,
D01G9X,1914-09-20T22:00:00Z,-29.41,-10.3,Endurance,10,5,246,167,24.6,,6.7,90,1015.8,
D01GCR,1914-09-21T02:00:00Z,-29.61,-10.57,Endurance,10,5,246,167,,,6.7,90,,
D01GDY,1914-09-21T06:00:00Z,-29.81,-10.85,Endurance,10,5,246,167,25,,4.6,90,1016.7,
D01GFK,1914-09-21T10:00:00Z,-30.02,-11.12,Endurance,10,5,246,167,25.3,25.3,4.6,90,1017.6,
D01GH7,1914-09-21T14:00:00Z,-30.22,-11.4,Endurance,10,5,246,167,25.6,25.7,6.7,101,1017.5,
D01GIU,1914-09-21T18:00:00Z,-30.37,-11.54,Endurance,10,5,246,167,25,,4.6,113,1015.9,
D01GK8,1914-09-21T22:00:00Z,-30.52,-11.68,Endurance,10,5,246,167,25,,4.6,113,1017,
D01GMK,1914-09-22T02:00:00Z,-30.67,-11.81,Endurance,10,5,246,167,,,4.6,135,1016.7,
D01GNS,1914-09-22T06:00:00Z,-30.82,-11.95,Endurance,10,5,246,167,23.9,,2.6,146,1016.7,
D01GPE,1914-09-22T10:00:00Z,-30.97,-12.09,Endurance,10,5,246,167,24.4,25.6,4.6,124,1017.6,
D01GR4,1914-09-22T14:00:00Z,-31.12,-12.23,Endurance,10,5,246,167,25,,4.6,146,1018.4,
D01GSS,1914-09-22T18:00:00Z,-31.45,-12.45,Endurance,10,5,246,167,23.3,,15.4,203,1016.3,
D01GU7,1914-09-22T22:00:00Z,-31.77,-12.66,Endurance,10,5,246,167,24.7,,15.4,203,1017.6,
D01GWS,1914-09-23T02:00:00Z,-32.1,-12.88,Endurance,10,5,246,167,,,9.3,158,1020.1,
D01GY2,1914-09-23T06:00:00Z,-32.43,-13.1,Endurance,10,5,246,167,24.4,,9.3,158,1017.5,
D01GZQ,1914-09-23T10:00:00Z,-32.75,-13.31,Endurance,10,5,246,167,24.4,25.2,9.3,158,1017.8,
D01H1D,1914-09-23T14:00:00Z,-33.08,-13.53,Endurance,10,5,246,167,24.4,25,9.3,,1017.7,
D01H2W,1914-09-23T18:00:00Z,-33.37,-13.86,Endurance,10,5,246,167,23.9,,9.3,158,1016.5,
D01H49,1914-09-23T22:00:00Z,-33.66,-14.19,Endurance,10,5,246,167,23.9,,9.3,158,1016.9,
D01H73,1914-09-24T02:00:00Z,-33.95,-14.51,Endurance,10,5,246,167,24.4,,4.6,135,1016.6,
D01H8B,1914-09-24T06:00:00Z,-34.25,-14.84,Endurance,10,5,246,167,25,,6.7,135,1018.4,
D01H9Y,1914-09-24T10:00:00Z,-34.54,-15.17,Endurance,10,5,246,167,25,,6.7,124,1019.5,
D01HBL,1914-09-24T14:00:00Z,-34.83,-15.5,Endurance,10,5,246,167,25.6,,6.7,79,1020.1,
D01HDA,1914-09-24T18:00:00Z,-35.09,-15.83,Endurance,10,5,246,167,25,,6.7,68,1018.4,
D01HER,1914-09-24T22:00:00Z,-35.36,-16.16,Endurance,10,5,246,167,25,,6.7,68,1019.5,
D01HHL,1914-09-25T02:00:00Z,-35.62,-16.48,Endurance,10,5,246,167,24.4,,6.7,68,1019.8,
D01HIU,1914-09-25T06:00:00Z,-35.89,-16.81,Endurance,10,5,246,167,25,,2.6,68,1018.4,
D01HKH,1914-09-25T10:00:00Z,-36.15,-17.14,Endurance,10,5,246,167,25,,6.7,360,1019.8,
D01HM5,1914-09-25T14:00:00Z,-36.42,-17.47,Endurance,10,5,246,167,28.3,,6.7,338,1019.5,
D01HNT,1914-09-25T18:00:00Z,-36.61,-17.68,Endurance,10,5,246,167,27.2,,6.7,338,1019.5,
D01HPB,1914-09-25T22:00:00Z,-36.8,-17.89,Endurance,10,5,246,167,26.7,,6.7,338,1017.8,
D01HRR,1914-09-26T02:00:00Z,-36.99,-18.09,Endurance,10,5,246,167,25.6,,6.7,338,1017.8,
D01HT0,1914-09-26T06:00:00Z,-37.18,-18.3,Endurance,10,5,246,167,25,,4.6,360,,
D01HUN,1914-09-26T10:00:00Z,-37.36,-18.51,Endurance,10,5,246,167,25,25,4.6,360,,
D01HWX,1914-09-26T15:00:00Z,-37.6,-18.77,Endurance,10,5,246,167,27.2,25,2.6,360,,
D01HYI,1914-09-26T19:00:00Z,-37.87,-19.05,Endurance,10,5,246,167,28.3,,1,360,,
D01HZV,1914-09-26T23:00:00Z,-38.13,-19.32,Endurance,10,5,246,167,24.6,,2.6,360,,
D01I2C,1914-09-27T03:00:00Z,-38.4,-19.6,Endurance,10,5,246,167,25,,2.6,338,,
D01I3X,1914-09-27T07:00:00Z,-38.67,-19.88,Endurance,10,5,246,167,25,,2.6,360,1019.2,
D01I5B,1914-09-27T11:00:00Z,-38.93,-20.15,Endurance,10,5,246,167,24.6,,4.6,338,1021,
D01I70,1914-09-27T15:00:00Z,-39.2,-20.43,Endurance,10,5,246,167,27.1,,4.6,338,1020.3,
D01I8K,1914-09-27T19:00:00Z,-39.47,-20.76,Endurance,10,5,246,167,28.1,,4.6,338,1017.2,
D01I9W,1914-09-27T23:00:00Z,-39.74,-21.09,Endurance,10,5,246,167,23.9,,6.7,34,1017.3,
D01IC6,1914-09-28T03:00:00Z,-40.01,-21.41,Endurance,10,5,246,167,,,6.7,68,1020.1,
D01IDO,1914-09-28T07:00:00Z,-40.29,-21.74,Endurance,10,5,246,167,22.8,,9.3,68,1016.1,
D01IF1,1914-09-28T11:00:00Z,-40.56,-22.07,Endurance,10,5,246,167,23.6,22.1,9.3,68,1017,
D01IGO,1914-09-28T15:00:00Z,-40.83,-22.4,Endurance,10,5,246,167,24.8,23.3,9.3,68,1017.3,
D01II6,1914-09-28T19:00:00Z,-41.04,-22.76,Endurance,10,5,246,167,22.9,21.9,9.3,68,1014.5,
D01IJK,1914-09-28T23:00:00Z,-41.24,-23.12,Endurance,10,5,246,167,22.2,,9.3,23,1015.3,
D01IM2,1914-09-29T03:00:00Z,-41.45,-23.47,Endurance,10,5,246,167,,,9.3,34,1014.7,
D01INM,1914-09-29T07:00:00Z,-41.66,-23.83,Endurance,10,5,246,167,22.2,,12.3,23,,
D01IP4,1914-09-29T11:00:00Z,-41.86,-24.19,Endurance,10,5,246,167,22.2,,9.3,360,1012.8,
D01IQR,1914-09-29T15:00:00Z,-42.07,-24.55,Endurance,10,5,246,167,26.7,,4.6,248,1013.1,
D01IS9,1914-09-29T19:00:00Z,-42.34,-24.7,Endurance,10,5,246,167,23.9,,4.6,236,1012.9,
D01ITN,1914-09-29T23:00:00Z,-42.61,-24.86,Endurance,10,5,246,167,21.7,,4.6,203,1015.1,
D01IW6,1914-09-30T03:00:00Z,-42.88,-25.01,Endurance,10,5,246,167,21.1,,4.6,191,1015.5,
D01IXQ,1914-09-30T07:00:00Z,-43.16,-25.17,Endurance,10,5,246,167,21.1,,2.6,362,1017.4,
D01IZ7,1914-09-30T11:00:00Z,-43.43,-25.33,Endurance,10,5,246,167,21.7,,6.7,236,1019.3,
D01J0W,1914-09-30T15:00:00Z,-43.7,-25.48,Endurance,10,5,246,167,22.4,,4.6,203,1018.9,
D01J2H,1914-09-30T19:00:00Z,-44.09,-25.75,Endurance,10,5,246,167,22.8,,2.6,203,1017.7,
D01J3U,1914-09-30T23:00:00Z,-44.48,-26.03,Endurance,10,5,246,167,21.1,,2.6,135,1018.9,
D01J6C,1914-10-01T03:00:00Z,-44.86,-26.3,Endurance,10,5,246,167,21.1,,4.6,68,1019,
D01J7X,1914-10-01T07:00:00Z,-45.25,-26.58,Endurance,10,5,246,167,21.1,,6.7,45,1018.6,
D01J9E,1914-10-01T11:00:00Z,-45.64,-26.85,Endurance,10,5,246,167,21.7,,4.6,23,1018.6,
D01JB8,1914-10-01T15:00:00Z,-46.03,-27.13,Endurance,10,5,246,167,24.2,,4.6,23,1017.3,
D01JCY,1914-10-01T19:00:00Z,-46.44,-27.53,Endurance,10,5,246,167,23.9,,6.7,360,1015,
D01JEF,1914-10-01T23:00:00Z,-46.84,-27.93,Endurance,10,5,246,167,23.6,,9.3,45,1015.9,
D01JGU,1914-10-02T03:00:00Z,-47.25,-28.33,Endurance,10,5,246,167,23.3,,6.7,11,1014.8,
D01JIC,1914-10-02T07:00:00Z,-47.66,-28.73,Endurance,10,5,246,167,21.1,,9.3,11,1011,
D01JJP,1914-10-02T11:00:00Z,-48.06,-29.13,Endurance,10,5,246,167,21.7,,12.3,360,1008.8,
D01JLF,1914-10-02T15:00:00Z,-48.47,-29.53,Endurance,10,5,246,167,20.6,,4.6,23,1004.2,
D01JN0,1914-10-02T19:00:00Z,-48.8,-29.88,Endurance,10,5,246,167,20.6,,6.7,360,997.5,
D01JOC,1914-10-02T23:00:00Z,-49.13,-30.24,Endurance,10,5,246,167,19.4,,6.7,360,1004.3,
D01JQQ,1914-10-03T03:00:00Z,-49.46,-30.59,Endurance,10,5,246,167,19.4,,4.6,68,1014.4,
D01JSA,1914-10-03T07:00:00Z,-49.79,-30.94,Endurance,10,5,246,167,20,,2.6,236,995.6,
D01JTP,1914-10-03T11:00:00Z,-50.12,-31.3,Endurance,10,5,246,167,20.6,16.1,6.7,135,1001.2,
D01JVI,1914-10-03T15:00:00Z,-50.45,-31.65,Endurance,10,5,246,167,18.9,,6.7,362,1009.4,
D01JX6,1914-10-03T19:00:00Z,-50.77,-31.97,Endurance,10,5,246,167,18.9,,4.6,45,1005.3,
D01JYL,1914-10-03T23:00:00Z,-51.09,-32.29,Endurance,10,5,246,167,17.8,,9.3,135,1003.2,
D01K16,1914-10-04T03:00:00Z,-51.41,-32.61,Endurance,10,5,246,167,17.8,,9.3,135,1012,
D01K2V,1914-10-04T07:00:00Z,-51.73,-32.94,Endurance,10,5,246,167,14.2,,4.6,135,1013.5,
D01K4G,1914-10-04T11:00:00Z,-52.05,-33.26,Endurance,10,5,246,167,13.9,15,4.6,191,1013.5,
D01K6G,1914-10-04T15:00:00Z,-52.37,-33.58,Endurance,10,5,246,167,13.9,,6.7,203,1018.3,
D01K88,1914-10-04T19:00:00Z,-52.28,-33.55,Endurance,10,5,246,167,13.9,,6.7,191,1019.4,
D01K9T,1914-10-04T23:00:00Z,-52.2,-33.52,Endurance,10,5,246,167,13.3,,6.7,180,1022.1,
D01KCI,1914-10-05T03:00:00Z,-52.11,-33.49,Endurance,10,5,246,167,12.8,,9.3,180,1024.2,
D01KE9,1914-10-05T07:00:00Z,-52.02,-33.46,Endurance,10,5,246,167,10.3,,6.7,191,1027.5,
D01KFV,1914-10-05T11:00:00Z,-51.94,-33.43,Endurance,10,5,246,167,10.3,,9.3,191,1028.2,
D01KHT,1914-10-05T15:00:00Z,-51.85,-33.4,Endurance,10,5,246,167,14.4,,9.3,191,1028.3,
D01KJR,1914-10-05T19:00:00Z,-51.88,-33.47,Endurance,10,5,246,167,11.1,,9.3,191,1027.5,
D01KLD,1914-10-05T23:00:00Z,-51.92,-33.53,Endurance,10,5,246,167,10.6,,9.3,191,1028.7,
D01KNY,1914-10-06T03:00:00Z,-51.95,-33.6,Endurance,10,5,246,167,10.6,,6.7,191,1029.6,
D01KPO,1914-10-06T07:00:00Z,-51.98,-33.67,Endurance,10,5,246,167,15,,6.7,191,1028,
D01KRA,1914-10-06T11:00:00Z,-52.02,-33.73,Endurance,10,5,246,167,16.7,,4.6,191,1029.6,
D01KT9,1914-10-06T15:00:00Z,-52.05,-33.8,Endurance,10,5,246,167,17.5,,1,203,1029.1,
D01KV5,1914-10-06T19:00:00Z,-52.38,-33.95,Endurance,10,5,246,167,16.1,,1,203,1033.1,
D01KWR,1914-10-06T23:00:00Z,-52.71,-34.1,Endurance,10,5,246,167,13.4,,1,23,1026.9,
D01KZA,1914-10-07T03:00:00Z,-53.04,-34.25,Endurance,10,5,246,167,13.1,,2.6,23,1028.3,
D01L10,1914-10-07T07:00:00Z,-53.37,-34.4,Endurance,10,5,246,167,12.8,,2.6,23,1021,
D01L2L,1914-10-07T11:00:00Z,-53.71,-34.54,Endurance,10,5,246,167,13.6,,,,1020,
D01L59,1914-10-07T16:00:00Z,-54.12,-34.73,Endurance,10,5,246,167,14.6,13.9,2.6,90,1018.5,
D01L70,1914-10-07T20:00:00Z,-54.14,-34.73,Endurance,10,5,246,167,14.1,,2.6,90,1015.7,
D01L9C,1914-10-08T00:00:00Z,-54.16,-34.74,Endurance,10,5,246,167,13.9,,4.6,90,1016.5,
D01LB2,1914-10-08T04:00:00Z,-54.18,-34.74,Endurance,10,5,246,167,13.3,,2.6,68,1016.7,
D01R22,1914-10-27T08:00:00Z,-56.29,-35.26,Endurance,10,5,246,167,,,,,,
D01R3H,1914-10-27T12:00:00Z,-56.31,-35.27,Endurance,10,5,246,167,,,,,,
D01R54,1914-10-27T16:00:00Z,-56.33,-35.27,Endurance,10,5,246,167,16.7,,2.6,56,1025.3,
D01R6Q,1914-10-27T20:00:00Z,-56.12,-35.73,Endurance,10,5,246,167,18.3,,2.6,45,1022.7,
D01R8S,1914-10-28T00:00:00Z,-55.9,-36.19,Endurance,10,5,246,167,13.9,,6.7,360,1021.9,
D01RAD,1914-10-28T04:00:00Z,-55.69,-36.65,Endurance,10,5,246,167,,,4.6,45,1020.6,
D01RBX,1914-10-28T08:00:00Z,-55.48,-37.1,Endurance,10,5,246,167,13.1,,4.6,45,1019.4,
D01RDC,1914-10-28T12:00:00Z,-55.26,-37.56,Endurance,10,5,246,167,13.1,-14.1,4.6,68,1020,
D01RF1,1914-10-28T16:00:00Z,-55.05,-38.02,Endurance,10,5,246,167,12.4,,6.7,45,1018.5,
D01RGJ,1914-10-28T20:00:00Z,-54.74,-38.45,Endurance,10,5,246,167,14.4,,4.6,23,1017,
D01RIW,1914-10-29T00:00:00Z,-54.43,-38.87,Endurance,10,5,246,167,11.1,,6.7,23,1015.8,
D01RKD,1914-10-29T04:00:00Z,-54.11,-39.3,Endurance,10,5,246,167,,,6.7,23,1010.7,
D01RLW,1914-10-29T08:00:00Z,-53.8,-39.73,Endurance,10,5,246,167,9.4,,4.6,315,1013.2,
D01RNB,1914-10-29T12:00:00Z,-53.49,-40.15,Endurance,10,5,246,167,,,4.6,326,1013.2,
D01RP1,1914-10-29T16:00:00Z,-53.18,-40.58,Endurance,10,5,246,167,15,,9.3,236,1011.8,
D01RQK,1914-10-29T20:00:00Z,-52.82,-40.98,Endurance,10,5,246,167,15,,2.6,236,1011.1,
D01RSU,1914-10-30T00:00:00Z,-52.46,-41.38,Endurance,10,5,246,167,14.2,,2.6,225,1012.3,
D01RUF,1914-10-30T04:00:00Z,-52.11,-41.78,Endurance,10,5,246,167,13.7,,4.6,214,1015.1,
D01RVZ,1914-10-30T08:00:00Z,-51.75,-42.18,Endurance,10,5,246,167,13.7,,6.7,146,1016,
D01RXE,1914-10-30T12:00:00Z,-51.39,-42.58,Endurance,10,5,246,167,11.9,,4.6,146,1017.6,
D01RYZ,1914-10-30T16:00:00Z,-51.03,-42.98,Endurance,10,5,246,167,12.7,,9.3,135,1018.3,
D01S0K,1914-10-30T20:00:00Z,-50.67,-43.38,Endurance,10,5,246,167,12.5,,6.7,124,1017.6,
D01S2U,1914-10-31T00:00:00Z,-50.31,-43.78,Endurance,10,5,246,167,11.4,,4.6,113,1018.8,
D01S4G,1914-10-31T04:00:00Z,-49.96,-44.18,Endurance,10,5,246,167,11.1,,6.7,68,1016.5,
D01S62,1914-10-31T08:00:00Z,-49.6,-44.58,Endurance,10,5,246,167,10.6,,6.7,68,1011,
D01S7I,1914-10-31T12:00:00Z,-49.24,-44.98,Endurance,10,5,246,167,10.8,,6.7,56,1011,
D01S8S,1914-10-31T15:00:00Z,-48.97,-45.28,Endurance,10,5,246,167,10.6,,6.7,79,1001.6,
D01SAE,1914-10-31T19:00:00Z,-48.66,-45.59,Endurance,10,5,246,167,10,11.4,6.7,113,999.5,
D01SBU,1914-10-31T23:00:00Z,-48.35,-45.9,Endurance,10,5,246,167,9.4,,9.3,169,998.8,
D01SEJ,1914-11-01T03:00:00Z,-48.03,-46.2,Endurance,10,5,246,167,9.4,,9.3,225,1000.9,
D01SG7,1914-11-01T07:00:00Z,-47.72,-46.51,Endurance,10,5,246,167,10,,12.3,225,1004.2,
D01SHS,1914-11-01T11:00:00Z,-47.41,-46.82,Endurance,10,5,246,167,9.4,,15.4,293,1005.8,
D01SJL,1914-11-01T15:00:00Z,-47.1,-47.13,Endurance,10,5,246,167,9.6,,12.3,248,1005.8,
D01SLB,1914-11-01T19:00:00Z,-46.64,-47.32,Endurance,10,5,246,167,6.4,,6.7,248,1009.2,
D01SMX,1914-11-01T23:00:00Z,-46.19,-47.5,Endurance,10,5,246,167,5,,12.3,158,1011.9,
D01SPD,1914-11-02T03:00:00Z,-45.73,-47.69,Endurance,10,5,246,167,4.4,,6.7,158,1013.2,
D01SQW,1914-11-02T07:00:00Z,-45.28,-47.88,Endurance,10,5,246,167,3.9,,6.7,146,1012.8,
D01SSD,1914-11-02T11:00:00Z,-44.82,-48.06,Endurance,10,5,246,167,3.3,,6.7,146,1013.2,
D01SU2,1914-11-02T15:00:00Z,-44.37,-48.25,Endurance,10,5,246,167,4.2,,6.7,158,1009.7,
D01SVO,1914-11-02T19:00:00Z,-43.86,-48.48,Endurance,10,5,246,167,3.9,,6.7,158,1008.6,
D01SX6,1914-11-02T23:00:00Z,-43.35,-48.71,Endurance,10,5,246,167,3.3,,6.7,169,1011.5,
D01SZN,1914-11-03T03:00:00Z,-42.84,-48.93,Endurance,10,5,246,167,3.1,,12.3,180,1012.4,
D01T17,1914-11-03T07:00:00Z,-42.34,-49.16,Endurance,10,5,246,167,2.2,,12.3,169,1014.2,
D01T2P,1914-11-03T11:00:00Z,-41.83,-49.39,Endurance,10,5,246,167,1.8,,9.3,158,1016.1,
D01T4C,1914-11-03T15:00:00Z,-41.32,-49.62,Endurance,10,5,246,167,1.7,,9.3,225,1016,
D01T5U,1914-11-03T19:00:00Z,-40.86,-50.06,Endurance,10,5,246,167,3.3,,9.3,225,1034.1,
D01T7A,1914-11-03T23:00:00Z,-40.39,-50.49,Endurance,10,5,246,167,2.2,,9.3,214,1028.2,
D01T9P,1914-11-04T03:00:00Z,-39.92,-50.92,Endurance,10,5,246,167,1.7,,9.3,270,1026.3,
D01TB8,1914-11-04T07:00:00Z,-39.46,-51.36,Endurance,10,5,246,167,1.7,,9.3,270,1017.3,
D01TCQ,1914-11-04T11:00:00Z,-39,-51.79,Endurance,10,5,246,167,1.8,,9.3,315,1008.9,
D01TEA,1914-11-04T15:00:00Z,-38.53,-52.23,Endurance,10,5,246,167,2.6,,9.3,315,1003.8,
D01TFX,1914-11-04T19:00:00Z,-38.52,-52.24,Endurance,10,5,246,167,2.2,,9.3,315,1001.2,
D01THE,1914-11-04T23:00:00Z,-38.5,-52.25,Endurance,10,5,246,167,1.7,,6.7,338,1001.2,
D01TK8,1914-11-05T03:00:00Z,-38.49,-52.26,Endurance,10,5,246,167,1.7,,6.7,338,1011,
D01TLQ,1914-11-05T07:00:00Z,-38.47,-52.27,Endurance,10,5,246,167,1.1,,12.3,304,1009.2,
D01TN8,1914-11-05T11:00:00Z,-38.46,-52.29,Endurance,10,5,246,167,1.7,,4.6,315,1009,
D01TOQ,1914-11-05T15:00:00Z,-38.45,-52.3,Endurance,10,5,246,167,2.8,,4.6,315,1007.4,
D01TQC,1914-11-05T19:00:00Z,-38.43,-52.31,Endurance,10,5,246,167,2.6,,1,315,1003.8,
D01TRS,1914-11-05T23:00:00Z,-38.42,-52.32,Endurance,10,5,246,167,2.2,,2.6,315,990.3,
D01TUE,1914-11-06T03:00:00Z,-38.41,-52.33,Endurance,10,5,246,167,,,,,,
D01TVY,1914-11-06T07:00:00Z,-38.39,-52.34,Endurance,10,5,246,167,1.7,,1,304,993,
D01TXI,1914-11-06T11:00:00Z,-38.38,-52.35,Endurance,10,5,246,167,1.7,,1,360,980.3,
D01TZB,1914-11-06T15:00:00Z,-38.36,-52.36,Endurance,10,5,246,167,0.7,,4.6,68,980.2,
D01U14,1914-11-06T19:00:00Z,-38.35,-52.37,Endurance,10,5,246,167,-0.1,,0,361,977.2,
D01U2P,1914-11-06T23:00:00Z,-38.34,-52.39,Endurance,10,5,246,167,-0.1,,1,45,976.4,
D01U56,1914-11-07T03:00:00Z,-38.32,-52.4,Endurance,10,5,246,167,,,,,,
D01U6U,1914-11-07T07:00:00Z,-38.31,-52.41,Endurance,10,5,246,167,,,,,,
D01U8D,1914-11-07T11:00:00Z,-38.3,-52.42,Endurance,10,5,246,167,-0.1,,2.6,45,970,
D01UA3,1914-11-07T15:00:00Z,-38.28,-52.43,Endurance,10,5,246,167,-0.1,,2.6,113,971,
D01UBQ,1914-11-07T19:00:00Z,-38.27,-52.44,Endurance,10,5,246,167,0.6,,4.6,45,970,
D01UDA,1914-11-07T23:00:00Z,-38.25,-52.45,Endurance,10,5,246,167,0.6,,2.6,23,969.8,
D01UFW,1914-11-08T03:00:00Z,-38.24,-52.46,Endurance,10,5,246,167,,,,,,
D01UHN,1914-11-08T07:00:00Z,-38.23,-52.48,Endurance,10,5,246,167,,,,,,
D01UJC,1914-11-08T11:00:00Z,-38.21,-52.49,Endurance,10,5,246,167,0.2,,4.6,23,976.3,
D01UL4,1914-11-08T15:00:00Z,-38.2,-52.5,Endurance,10,5,246,167,0.3,,6.7,45,970.8,
D01UMY,1914-11-08T19:00:00Z,-38.19,-52.51,Endurance,10,5,246,167,-1.1,,6.7,45,976.3,
D01UOQ,1914-11-08T23:00:00Z,-38.17,-52.52,Endurance,10,5,246,167,-1.7,,2.6,23,980.6,
D01URP,1914-11-09T03:00:00Z,-38.16,-52.53,Endurance,10,5,246,167,,,,,,
D01UTF,1914-11-09T07:00:00Z,-38.14,-52.54,Endurance,10,5,246,167,,,,,,
D01UV5,1914-11-09T11:00:00Z,-38.13,-52.55,Endurance,10,5,246,167,-1.7,,4.6,338,982.7,
D01UX0,1914-11-09T15:00:00Z,-38.12,-52.56,Endurance,10,5,246,167,-1.7,,4.6,338,981.7,
D01UYS,1914-11-09T19:00:00Z,-38.1,-52.58,Endurance,10,5,246,167,-1.7,,4.6,315,980.6,
D01V0D,1914-11-09T23:00:00Z,-38.09,-52.59,Endurance,10,5,246,167,,,,,,
D01V30,1914-11-10T03:00:00Z,-38.08,-52.6,Endurance,10,5,246,167,,,,,,
D01V4N,1914-11-10T07:00:00Z,-38.06,-52.61,Endurance,10,5,246,167,,,,,,
D01V69,1914-11-10T11:00:00Z,-38.05,-52.62,Endurance,10,5,246,167,1.4,,2.6,203,982.3,
D01V7Y,1914-11-10T15:00:00Z,-38.03,-52.63,Endurance,10,5,246,167,1.1,,2.6,225,985.8,
D01V9O,1914-11-10T19:00:00Z,-38.02,-52.64,Endurance,10,5,246,167,0,,2.6,225,989.2,
D01VBA,1914-11-10T23:00:00Z,-38.01,-52.65,Endurance,10,5,246,167,,,,,,
D01VDT,1914-11-11T03:00:00Z,-37.99,-52.66,Endurance,10,5,246,167,,,,,,
D01VFD,1914-11-11T07:00:00Z,-37.98,-52.68,Endurance,10,5,246,167,,,,,,
D01VGX,1914-11-11T11:00:00Z,-37.96,-52.69,Endurance,10,5,246,167,3.3,,2.6,,994.1,
D01VIN,1914-11-11T15:00:00Z,-37.95,-52.7,Endurance,10,5,246,167,5,,,362,993.5,
D01VKD,1914-11-11T19:00:00Z,-37.94,-52.71,Endurance,10,5,246,167,3.9,,,362,993.5,
D01VLZ,1914-11-11T23:00:00Z,-37.92,-52.72,Endurance,10,5,246,167,,,,,,
D01VOR,1914-11-12T03:00:00Z,-37.91,-52.73,Endurance,10,5,246,167,,,,,,
D01VQD,1914-11-12T07:00:00Z,-37.9,-52.74,Endurance,10,5,246,167,1.1,,12.3,225,1002.5,
D01VRZ,1914-11-12T11:00:00Z,-37.88,-52.75,Endurance,10,5,246,167,0.7,,15.4,214,1000.6,
D01VTR,1914-11-12T15:00:00Z,-37.87,-52.76,Endurance,10,5,246,167,2.8,,,361,1005.2,
D01VVF,1914-11-12T19:00:00Z,-37.85,-52.78,Endurance,10,5,246,167,3.3,,,361,1006.2,
D01VX0,1914-11-12T23:00:00Z,-37.84,-52.79,Endurance,10,5,246,167,3.3,,,361,1005.7,
D01VZQ,1914-11-13T03:00:00Z,-37.83,-52.8,Endurance,10,5,246,167,,,,,,
D01W1E,1914-11-13T07:00:00Z,-37.81,-52.81,Endurance,10,5,246,167,,,,,,
D01W2Z,1914-11-13T11:00:00Z,-37.8,-52.82,Endurance,10,5,246,167,1.1,,,361,1020.3,
D01W4P,1914-11-13T15:00:00Z,-37.79,-52.83,Endurance,10,5,246,167,,,,,,
D01W6F,1914-11-13T19:00:00Z,-37.77,-52.84,Endurance,10,5,246,167,,,,,,
D01W84,1914-11-13T23:00:00Z,-37.76,-52.85,Endurance,10,5,246,167,,,,,,
D01WAJ,1914-11-14T03:00:00Z,-37.74,-52.87,Endurance,10,5,246,167,,,,,,
D022S0,1914-12-05T07:00:00Z,-35.99,-54.28,Endurance,10,5,246,167,,,,,,
D022TU,1914-12-05T11:00:00Z,-35.98,-54.29,Endurance,10,5,246,167,,,,,,
D022V6,1914-12-05T14:00:00Z,-35.97,-54.3,Endurance,10,5,246,167,3.3,-0.6,2.6,45,991.3,
D022X9,1914-12-05T18:00:00Z,-35.41,-54.68,Endurance,10,5,246,167,4.8,0.6,6.7,45,988,
D022Z6,1914-12-05T22:00:00Z,-34.85,-55.07,Endurance,10,5,246,167,3.1,0.6,6.7,11,986.4,
D0232A,1914-12-06T02:00:00Z,-34.28,-55.45,Endurance,10,5,246,167,1.7,,9.3,270,984.6,
